연월,observed,trend,seasonal,resid
2006-01-01,339.61153619776337,,0.998659869233952,
2006-02-01,315.08901417353616,,0.99387228904132,
2006-03-01,352.9827038475115,,0.9848215115938648,
2006-04-01,345.05208333333337,,0.9891786965942571,
2006-05-01,332.2235625113029,,1.0048086859112426,
2006-06-01,317.404952912452,,1.0158963779110957,
2006-07-01,315.5479059093517,333.70807082444884,1.0057705658414464,0.9401554551731309
2006-08-01,320.873869260966,333.6846176904698,0.9988500588683323,0.9627152799115231
2006-09-01,342.0219978906132,333.2703719437947,0.9973448488819949,1.0289919670799172
2006-10-01,369.22663802363047,331.6710791030362,0.9968821437465463,1.1167130854331198
2006-11-01,327.89790854306983,331.3367589277568,1.004598239439377,0.9850915961760565
2006-12-01,334.7042787720754,333.25792202728024,1.009316712936572,0.9950692772928378
2007-01-01,323.3323332333233,336.8852553856127,0.998659869233952,0.9610578591166016
2007-02-01,330.80534192247853,340.42002918802746,0.99387228904132,0.9777477552552478
2007-03-01,327.32447817836817,343.25294912266986,0.9848215115938648,0.9682927509810977
2007-04-01,332.3272808242748,344.8658915560547,0.9891786965942571,0.9741840084457962
2007-05-01,336.9246808136536,347.6028691711141,1.0048086859112426,0.9646418345952305
2007-06-01,358.8117489986649,352.41038912036134,1.0158963779110957,1.002232635150499
2007-07-01,361.1971104231166,358.10818771174564,1.0057705658414464,1.002838722175541
2007-08-01,360.0592360051569,364.69701397410995,0.9988500588683323,0.9884198274072173
2007-09-01,370.8267095778393,372.54823237831005,0.9973448488819949,0.9980289783709471
2007-10-01,379.1325447376403,382.67872579714174,0.9968821437465463,0.9938318933351489
2007-11-01,383.6794645904856,394.9159898354737,1.004598239439377,0.9671000913773214
2007-12-01,394.3032015065914,407.24066966173314,1.009316712936572,0.9592939284034946
2008-01-01,400.48057669203047,418.68802660109304,0.998659869233952,0.9577966594793151
2008-02-01,411.7889287605153,430.29132321660995,0.99387228904132,0.9629006848754628
2008-03-01,434.7701330411359,441.2780416517582,0.9848215115938648,1.0004372612205836
2008-04-01,468.013468013468,450.5719363326744,0.9891786965942571,1.050072918004804
2008-05-01,494.9328305444261,460.8177873613094,1.0048086859112426,1.0688915604263758
2008-06-01,496.59591509811776,473.74955721273074,1.0158963779110957,1.0318223098313153
2008-07-01,498.14951086830297,488.7724436387106,1.0057705658414464,1.0133374041119312
2008-08-01,501.5859543323766,502.38477288146703,0.9988500588683323,0.9995593811796012
2008-09-01,492.9812336941775,511.9262545085567,0.9973448488819949,0.9655563739888587
2008-10-01,480.03149296329104,519.0463706449407,0.9968821437465463,0.9277260575990927
2008-11-01,528.6809410520751,523.1894259650262,1.004598239439377,1.0058709915424204
2008-12-01,559.6642014791125,525.9428460926322,1.009316712936572,1.0542934578536505
2009-01-01,595.6688509430269,529.0921471924016,0.998659869233952,1.1273427501977025
2009-02-01,543.2965563356737,532.2384975355037,0.99387228904132,1.0270700993300443
2009-03-01,532.258064516129,534.9684744524706,0.9848215115938648,1.0102678535563787
2009-04-01,541.4083238116898,537.1443198111791,0.9891786965942571,1.0189648110842526
2009-05-01,520.9713024282561,537.4433055565888,1.0048086859112426,0.9647121821286062
2009-06-01,536.6395262768319,535.9149252999922,1.0158963779110957,0.9856832880510318
2009-07-01,533.689126084056,533.4466358934243,1.0057705658414464,0.9947145069810234
2009-08-01,541.5587473510714,530.7398225964042,0.9988500588683323,1.02155934397398
2009-09-01,518.5278866826862,528.6913070040013,0.9973448488819949,0.9833873092994841
2009-10-01,506.70512858378976,525.0539484399809,0.9968821437465463,0.9680717666213179
